user_id, session_id, timestamp          , country     , region      , page    , action            , time_spent, device , traffic_source, service        , converted, engagement_level, user_type
    616,      95368, 2024-02-16 11:49:00, Botswana    , Gaborone    , Blog    , Click             ,         63, Mobile , Social Media  , Risk Assessment,         0, Low             , New
    547,      57447, 2024-05-06 23:05:00, Botswana    , Gaborone    , Pricing , Page View         ,        272, Desktop, Organic       , Cloud Security ,         0, High            , New
   1084,      83322, 2024-01-29 07:35:00, Botswana    , Gaborone    , Services, Page View         ,        171, Mobile , Organic       , Data Protection,         0, Medium          , New
    994,      35484, 2024-04-02 23:07:00, Botswana    , Gaborone    , About   , Page View         ,         67, Desktop, Organic       , Cloud Security ,         0, Low             , New
    466,      87050, 2024-06-08 02:42:00, Kenya       , Nairobi     , Contact , Event Registration,        218, Desktop, Social Media  , Data Protection,         1, Medium          , New
    190,      42065, 2024-03-07 06:41:00, Botswana    , Gaborone    , About   , Page View         ,         98, Mobile , Social Media  , Data Protection,         0, Low             , New
    582,      25286, 2024-05-23 10:13:00, Kenya       , Nairobi     , Home    , Page View         ,        202, Desktop, Direct        , Data Protection,         0, Medium          , Returning
   1139,      32084, 2024-02-21 02:23:00, UK          , London      , Services, Scroll            ,         29, Desktop, Social Media  , Cloud Security ,         0, Low             , New
    542,      62073, 2024-01-27 20:13:00, Botswana    , Gaborone    , Services, Scroll            ,         42, Mobile , Direct        , Risk Assessment,         0, Low             , New
    476,      87875, 2024-06-13 22:32:00, India       , Mumbai      , Pricing , Click             ,         55, Mobile , Direct        , Cloud Security ,         0, Low             , New
     58,      76496, 2024-04-05 22:11:00, Kenya       , Nairobi     , Services, Click             ,        281, Desktop, Social Media  , AI Security    ,         0, High            , New
    361,      79211, 2024-03-08 18:00:00, Botswana    , Gaborone    , Blog    , Scroll            ,         38, Desktop, Organic       , Cloud Security ,         0, Low             , New
    576,      32241, 2024-05-09 14:54:00, Nigeria     , Lagos       , Home    , Event Registration,        160, Desktop, Organic       , Data Protection,         1, Medium          , Returning
   1103,      30633, 2024-06-14 19:53:00, Botswana    , Gaborone    , Contact , Page View         ,         35, Mobile , Direct        , Data Protection,         0, Low             , New
    923,      83025, 2024-02-27 20:41:00, UK          , London      , Pricing , Page View         ,         95, Mobile , Paid Ads      , Risk Assessment,         0, Low             , New
    730,      94103, 2024-05-27 15:44:00, Nigeria     , Lagos       , About   , Page View         ,         94, Mobile , Direct        , Cloud Security ,         0, Low             , New
    678,      22044, 2024-03-25 03:51:00, Nigeria     , Lagos       , Home    , Page View         ,        102, Mobile , Organic       , AI Security    ,         0, Low             , Returning
   1088,      46649, 2024-03-11 16:18:00, South Africa, Johannesburg, Blog    , Click             ,        168, Mobile , Social Media  , AI Security    ,         0, Medium          , New
   1154,      39371, 2024-06-18 08:38:00, Botswana    , Gaborone    , Pricing , Page View         ,          9, Mobile , Direct        , AI Security    ,         0, Low             , New
   1079,      97468, 2024-05-31 02:33:00, South Africa, Johannesburg, Pricing , Scroll            ,        137, Desktop, Paid Ads      , Risk Assessment,         0, Medium          , New
    518,      69771, 2024-01-19 03:35:00, India       , Mumbai      , Blog    , Scroll            ,        157, Mobile , Social Media  , AI Security    ,         0, Medium          , New
    629,      92865, 2024-02-24 12:47:00, UK          , London      , Pricing , Click             ,        395, Desktop, Organic       , Cloud Security ,         0, High            , New
    537,      98812, 2024-01-01 15:39:00, USA         , New York    , Pricing , Page View         ,        101, Desktop, Social Media  , AI Security    ,         0, Low             , Returning
    494,      42425, 2024-04-20 09:49:00, Botswana    , Gaborone    , Pricing , Page View         ,        121, Mobile , Paid Ads      , Cloud Security ,         0, Medium          , New
   1159,      12617, 2024-02-27 07:49:00, Botswana    , Gaborone    , Contact , Click             ,        154, Desktop, Social Media  , AI Security    ,         0, Medium          , New
     57,      21740, 2024-01-13 06:21:00, Botswana    , Gaborone    , Services, Page View         ,         27, Mobile , Social Media  , Risk Assessment,         0, Low             , Returning
    743,      85477, 2024-05-23 13:40:00, Nigeria     , Lagos       , Contact , Page View         ,        146, Mobile , Paid Ads      , Data Protection,         0, Medium          , New
    465,      95506, 2024-03-20 01:45:00, Kenya       , Nairobi     , Contact , Page View         ,        183, Desktop, Direct        , Data Protection,         0, Medium          , Returning
     71,      25427, 2024-05-08 04:34:00, South Africa, Johannesburg, Contact , Click             ,         58, Mobile , Organic       , Data Protection,         0, Low             , New
   1114,      38497, 2024-04-30 17:32:00, India       , Mumbai      , About   , Scroll            ,         41, Desktop, Direct        , AI Security    ,         0, Low             , New
   1178,      61445, 2024-05-24 04:16:00, UK          , London      , Contact , Click             ,        339, Desktop, Social Media  , AI Security    ,         0, High            , New
    957,      75735, 2024-02-21 18:46:00, USA         , New York    , About   , Demo Request      ,        134, Mobile , Direct        , Risk Assessment,         1, Medium          , Returning
    641,      59028, 2024-05-23 05:49:00, Kenya       , Nairobi     , Pricing , Scroll            ,        118, Mobile , Organic       , Cloud Security ,         0, Low             , New
    574,      33533, 2024-05-13 23:03:00, South Africa, Johannesburg, Home    , Event Registration,         18, Mobile , Organic       , Cloud Security ,         1, Low             , New
    994,      29661, 2024-04-16 17:24:00, Botswana    , Gaborone    , Blog    , Event Registration,         60, Desktop, Organic       , Data Protection,         1, Low             , New
    788,      26092, 2024-06-29 08:54:00, South Africa, Johannesburg, Services, Click             ,        148, Mobile , Direct        , AI Security    ,         0, Medium          , New
   1025,      28174, 2024-04-23 00:27:00, UK          , London      , Home    , Page View         ,        313, Desktop, Social Media  , Cloud Security ,         0, High            , New
    422,      85317, 2024-06-28 09:26:00, UK          , London      , Contact , Page View         ,        263, Desktop, Social Media  , Cloud Security ,         0, High            , New
    185,      87073, 2024-01-24 22:49:00, India       , Mumbai      , Services, Click             ,        173, Desktop, Direct        , Cloud Security ,         0, Medium          , New
   1117,      48496, 2024-01-05 12:37:00, UK          , London      , Pricing , Scroll            ,         65, Mobile , Organic       , Data Protection,         0, Low             , New
    960,      99886, 2024-06-09 21:09:00, USA         , New York    , Blog    , Scroll            ,         15, Mobile , Direct        , AI Security    ,         0, Low             , Returning
    604,      86855, 2024-05-18 03:36:00, UK          , London      , About   , Page View         ,        131, Desktop, Organic       , Risk Assessment,         0, Medium          , New
    880,      36617, 2024-03-05 09:55:00, USA         , New York    , About   , Page View         ,         48, Desktop, Direct        , Data Protection,         0, Low             , New
    875,      25927, 2024-05-01 14:59:00, UK          , London      , Services, Demo Request      ,         86, Desktop, Paid Ads      , Risk Assessment,         1, Low             , New
    509,      50977, 2024-02-28 15:06:00, Botswana    , Gaborone    , About   , Page View         ,         99, Mobile , Direct        , AI Security    ,         0, Low             , New
     22,      60740, 2024-02-29 20:02:00, South Africa, Johannesburg, About   , Click             ,         47, Desktop, Direct        , Data Protection,         0, Low             , New
   1188,      39253, 2024-05-07 07:04:00, USA         , New York    , Services, Page View         ,         47, Desktop, Organic       , Cloud Security ,         0, Low             , Returning
    508,      85883, 2024-06-23 03:42:00, Botswana    , Gaborone    , Services, Page View         ,         75, Desktop, Social Media  , Cloud Security ,         0, Low             , New
   1123,      85186, 2024-01-03 11:29:00, India       , Mumbai      , Contact , Page View         ,         80, Mobile , Direct        , Data Protection,         0, Low             , New
    264,      37977, 2024-03-02 10:27:00, Botswana    , Gaborone    , Contact , Page View         ,        212, Desktop, Organic       , AI Security    ,         0, Medium          , Returning
    911,      26915, 2024-06-14 06:08:00, South Africa, Johannesburg, Home    , Page View         ,         96, Mobile , Direct        , AI Security    ,         0, Low             , New
     90,      98542, 2024-04-25 03:44:00, India       , Mumbai      , Blog    , Page View         ,        156, Mobile , Organic       , Cloud Security ,         0, Medium          , Returning
    798,      64176, 2024-05-27 08:51:00, UK          , London      , Pricing , Scroll            ,         28, Desktop, Direct        , AI Security    ,         0, Low             , Returning
    273,      48926, 2024-04-12 14:51:00, USA         , New York    , About   , Click             ,        115, Desktop, Paid Ads      , Data Protection,         0, Low             , Returning
    518,      23573, 2024-02-05 13:34:00, South Africa, Johannesburg, Pricing , Page View         ,         29, Mobile , Social Media  , Data Protection,         0, Low             , New
   1093,      29237, 2024-03-06 17:07:00, Botswana    , Gaborone    , Home    , Page View         ,        229, Desktop, Social Media  , AI Security    ,         0, Medium          , New
    786,      49454, 2024-05-26 03:43:00, India       , Mumbai      , Services, Page View         ,        150, Mobile , Social Media  , Risk Assessment,         0, Medium          , Returning
   1025,      74414, 2024-03-24 13:01:00, Kenya       , Nairobi     , Blog    , Scroll            ,         10, Mobile , Organic       , Data Protection,         0, Low             , New
    464,      48617, 2024-04-05 15:51:00, Botswana    , Gaborone    , Home    , Page View         ,         30, Mobile , Social Media  , Cloud Security ,         0, Low             , New
    207,      69429, 2024-06-19 13:52:00, Kenya       , Nairobi     , About   , Click             ,        283, Desktop, Organic       , AI Security    ,         0, High            , Returning
    190,      47432, 2024-01-09 11:47:00, Nigeria     , Lagos       , Services, Page View         ,        150, Desktop, Paid Ads      , Cloud Security ,         0, Medium          , New
    639,      42421, 2024-06-20 09:50:00, UK          , London      , Services, Page View         ,        394, Desktop, Organic       , Cloud Security ,         0, High            , Returning
    536,      39883, 2024-03-10 07:06:00, UK          , London      , Contact , Page View         ,         81, Mobile , Direct        , Data Protection,         0, Low             , New
    518,      52642, 2024-01-20 22:39:00, South Africa, Johannesburg, Services, Page View         ,         72, Mobile , Organic       , Data Protection,         0, Low             , New
    169,      51206, 2024-06-25 18:38:00, Kenya       , Nairobi     , Blog    , Event Registration,         40, Desktop, Direct        , AI Security    ,         1, Low             , New
    428,      23950, 2024-01-16 03:47:00, Kenya       , Nairobi     , Pricing , Page View         ,        236, Desktop, Direct        , Risk Assessment,         0, Medium          , New
     82,      57534, 2024-01-25 07:31:00, Botswana    , Gaborone    , About   , Click             ,         65, Mobile , Organic       , Data Protection,         0, Low             , New
    453,      11159, 2024-02-06 10:21:00, Botswana    , Gaborone    , Pricing , Event Registration,         46, Desktop, Organic       , Data Protection,         1, Low             , Returning
   1172,      76128, 2024-02-23 00:06:00, Nigeria     , Lagos       , Services, Click             ,        172, Desktop, Organic       , AI Security    ,         0, Medium          , New
   1189,      63293, 2024-02-20 18:27:00, India       , Mumbai      , About   , Page View         ,         79, Mobile , Social Media  , Cloud Security ,         0, Low             , New
    725,      34080, 2024-03-05 03:21:00, South Africa, Johannesburg, Services, Demo Request      ,         87, Desktop, Direct        , Cloud Security ,         1, Low             , New
   1016,      99664, 2024-05-07 09:54:00, Nigeria     , Lagos       , Blog    , Page View         ,        107, Mobile , Paid Ads      , Data Protection,         0, Low             , New
    530,      42807, 2024-01-16 01:06:00, South Africa, Johannesburg, Services, Scroll            ,         19, Mobile , Social Media  , AI Security    ,         0, Low             , New
    124,      39031, 2024-06-03 04:11:00, Kenya       , Nairobi     , Contact , Page View         ,        242, Desktop, Organic       , AI Security    ,         0, Medium          , New
    607,      76361, 2024-05-11 00:33:00, USA         , New York    , Pricing , Click             ,         35, Desktop, Paid Ads      , Data Protection,         0, Low             , New
     68,      43441, 2024-02-26 11:32:00, Kenya       , Nairobi     , About   , Scroll            ,        160, Mobile , Organic       , Risk Assessment,         0, Medium          , New
    975,      78695, 2024-01-12 12:20:00, Nigeria     , Lagos       , Pricing , Click             ,        209, Desktop, Social Media  , Risk Assessment,         0, Medium          , Returning
    199,      74090, 2024-01-18 07:17:00, Botswana    , Gaborone    , Pricing , Demo Request      ,        163, Mobile , Paid Ads      , Cloud Security ,         1, Medium          , New
    722,      90447, 2024-02-22 23:13:00, Nigeria     , Lagos       , Services, Demo Request      ,        364, Desktop, Social Media  , Cloud Security ,         1, High            , New
    603,      84401, 2024-05-17 16:49:00, India       , Mumbai      , Contact , Click             ,         24, Mobile , Social Media  , AI Security    ,         0, Low             , Returning
   1060,      26003, 2024-01-27 15:35:00, South Africa, Johannesburg, Contact , Click             ,         99, Mobile , Organic       , Cloud Security ,         0, Low             , New
    264,      89350, 2024-01-01 08:49:00, Kenya       , Nairobi     , Pricing , Page View         ,        136, Mobile , Paid Ads      , Risk Assessment,         0, Medium          , Returning
    847,      17238, 2024-06-26 05:42:00, UK          , London      , Services, Page View         ,         41, Mobile , Direct        , Risk Assessment,         0, Low             , New
    488,      59122, 2024-06-20 05:29:00, UK          , London      , Home    , Page View         ,         94, Mobile , Organic       , Risk Assessment,         0, Low             , New
    651,      92782, 2024-01-03 23:21:00, UK          , London      , Home    , Scroll            ,         45, Mobile , Social Media  , Risk Assessment,         0, Low             , Returning
    639,      90850, 2024-01-13 22:40:00, Kenya       , Nairobi     , Blog    , Page View         ,        383, Desktop, Direct        , Risk Assessment,         0, High            , Returning
    267,      34651, 2024-06-29 21:41:00, Botswana    , Gaborone    , Services, Event Registration,        305, Desktop, Paid Ads      , Data Protection,         1, High            , Returning
    822,      33656, 2024-06-07 07:17:00, Kenya       , Nairobi     , Blog    , Scroll            ,        343, Desktop, Paid Ads      , Cloud Security ,         0, High            , Returning
    891,      30769, 2024-06-14 12:01:00, USA         , New York    , About   , Scroll            ,         27, Mobile , Direct        , Data Protection,         0, Low             , Returning
    883,      50127, 2024-01-07 08:01:00, Kenya       , Nairobi     , Services, Demo Request      ,        281, Desktop, Paid Ads      , Data Protection,         1, High            , New
    899,      38671, 2024-01-09 03:19:00, Botswana    , Gaborone    , Pricing , Click             ,          9, Mobile , Paid Ads      , Cloud Security ,         0, Low             , New
     23,      82501, 2024-03-05 10:25:00, India       , Mumbai      , Blog    , Click             ,        136, Mobile , Social Media  , Data Protection,         0, Medium          , New
    625,      93568, 2024-04-21 08:57:00, USA         , New York    , Home    , Scroll            ,         57, Mobile , Direct        , Cloud Security ,         0, Low             , New
    127,      68013, 2024-02-10 17:30:00, Botswana    , Gaborone    , Home    , Click             ,        130, Mobile , Social Media  , Data Protection,         0, Medium          , New
    671,      12082, 2024-05-27 03:34:00, South Africa, Johannesburg, Pricing , Click             ,        114, Mobile , Social Media  , Risk Assessment,         0, Low             , New
    131,      63198, 2024-02-06 17:24:00, Nigeria     , Lagos       , Services, Click             ,        375, Desktop, Social Media  , AI Security    ,         0, High            , New
    804,      30155, 2024-02-09 05:02:00, UK          , London      , Pricing , Page View         ,        301, Desktop, Social Media  , Data Protection,         0, High            , Returning
   1106,      56951, 2024-06-21 17:39:00, UK          , London      , Services, Page View         ,        261, Desktop, Social Media  , Cloud Security ,         0, High            , New
    140,      48480, 2024-05-08 03:53:00, South Africa, Johannesburg, Pricing , Page View         ,         70, Mobile , Paid Ads      , Risk Assessment,         0, Low             , New
    437,      40433, 2024-05-09 09:13:00, Botswana    , Gaborone    , About   , Scroll            ,        196, Desktop, Social Media  , AI Security    ,         0, Medium          , New
   1012,      44538, 2024-04-20 13:45:00, Botswana    , Gaborone    , Blog    , Demo Request      ,        202, Desktop, Direct        , Data Protection,         1, Medium          , New
    610,      56619, 2024-01-14 10:21:00, India       , Mumbai      , Pricing , Page View         ,         39, Desktop, Paid Ads      , AI Security    ,         0, Low             , New
    407,      77873, 2024-06-15 10:34:00, Kenya       , Nairobi     , Services, Scroll            ,          5, Mobile , Paid Ads      , Cloud Security ,         0, Low             , New
    207,      47641, 2024-04-29 23:27:00, Kenya       , Nairobi     , Services, Click             ,         22, Mobile , Paid Ads      , AI Security    ,         0, Low             , Returning
   1140,      48802, 2024-04-25 16:38:00, Nigeria     , Lagos       , Contact , Page View         ,        181, Desktop, Social Media  , Data Protection,         0, Medium          , Returning
   1061,      72135, 2024-01-05 18:16:00, UK          , London      , About   , Page View         ,         14, Mobile , Direct        , AI Security    ,         0, Low             , New
    152,      88659, 2024-03-10 16:53:00, Botswana    , Gaborone    , About   , Page View         ,          8, Mobile , Paid Ads      , Cloud Security ,         0, Low             , New
   1192,      76516, 2024-02-15 13:28:00, USA         , New York    , Blog    , Page View         ,         34, Desktop, Direct        , AI Security    ,         0, Low             , New
    364,      21351, 2024-06-12 20:57:00, Nigeria     , Lagos       , Contact , Demo Request      ,        318, Desktop, Direct        , Data Protection,         1, High            , New
   1102,      75243, 2024-04-16 03:07:00, UK          , London      , Pricing , Page View         ,         33, Mobile , Direct        , Risk Assessment,         0, Low             , New
     88,      38917, 2024-01-05 02:25:00, Botswana    , Gaborone    , About   , Page View         ,        335, Desktop, Direct        , Cloud Security ,         0, High            , New
   1105,      76724, 2024-02-15 00:06:00, UK          , London      , Services, Click             ,        104, Mobile , Paid Ads      , Cloud Security ,         0, Low             , New
   1127,      12728, 2024-01-15 04:10:00, USA         , New York    , Services, Demo Request      ,         69, Desktop, Paid Ads      , AI Security    ,         1, Low             , New
   1133,      70585, 2024-06-13 20:00:00, India       , Mumbai      , Pricing , Demo Request      ,        231, Desktop, Paid Ads      , Risk Assessment,         1, Medium          , New
    574,      19754, 2024-06-05 02:55:00, Kenya       , Nairobi     , Pricing , Page View         ,         98, Mobile , Social Media  , Risk Assessment,         0, Low             , New
    771,      73826, 2024-05-27 12:47:00, Kenya       , Nairobi     , Home    , Click             ,        212, Desktop, Direct        , Risk Assessment,         0, Medium          , Returning
    966,      83105, 2024-04-15 13:56:00, Botswana    , Gaborone    , Contact , Page View         ,        153, Mobile , Direct        , Risk Assessment,         0, Medium          , Returning
    714,      13938, 2024-06-11 03:34:00, Nigeria     , Lagos       , About   , Click             ,         68, Mobile , Direct        , Data Protection,         0, Low             , Returning
     79,      94914, 2024-02-07 16:33:00, India       , Mumbai      , Contact , Click             ,         87, Mobile , Organic       , Cloud Security ,         0, Low             , New
    217,      32298, 2024-06-20 22:59:00, Nigeria     , Lagos       , Pricing , Click             ,        147, Mobile , Direct        , Data Protection,         0, Medium          , New
    320,      22150, 2024-02-19 09:08:00, Botswana    , Gaborone    , Pricing , Page View         ,        333, Desktop, Social Media  , Cloud Security ,         0, High            , New
    459,      72768, 2024-06-05 20:13:00, Nigeria     , Lagos       , Home    , Click             ,        104, Desktop, Direct        , Data Protection,         0, Low             , Returning
    848,      24323, 2024-01-16 09:22:00, India       , Mumbai      , Home    , Page View         ,        209, Desktop, Organic       , Cloud Security ,         0, Medium          , New
    669,      84630, 2024-06-16 02:41:00, Nigeria     , Lagos       , Services, Scroll            ,        312, Desktop, Social Media  , Cloud Security ,         0, High            , Returning
    282,      17639, 2024-03-11 00:59:00, India       , Mumbai      , Pricing , Page View         ,         73, Mobile , Social Media  , Risk Assessment,         0, Low             , Returning
    282,      45417, 2024-03-19 14:50:00, Nigeria     , Lagos       , Contact , Page View         ,        123, Mobile , Social Media  , Cloud Security ,         0, Medium          , Returning
    284,      57270, 2024-06-24 06:10:00, Botswana    , Gaborone    , Pricing , Click             ,        141, Mobile , Social Media  , AI Security    ,         0, Medium          , New
    431,      25291, 2024-06-11 09:16:00, Botswana    , Gaborone    , Pricing , Event Registration,         80, Desktop, Paid Ads      , Risk Assessment,         1, Low             , New
   1183,      98436, 2024-01-14 16:46:00, UK          , London      , Contact , Page View         ,        150, Mobile , Direct        , Cloud Security ,         0, Medium          , New
    505,      30580, 2024-01-25 18:20:00, Nigeria     , Lagos       , Home    , Click             ,        192, Desktop, Social Media  , Risk Assessment,         0, Medium          , New
    455,      50773, 2024-03-13 04:05:00, Kenya       , Nairobi     , Pricing , Demo Request      ,        263, Desktop, Paid Ads      , Risk Assessment,         1, High            , New
     20,      95777, 2024-04-20 01:59:00, South Africa, Johannesburg, Pricing , Page View         ,        230, Desktop, Organic       , Cloud Security ,         0, Medium          , New
    395,      90013, 2024-05-11 13:29:00, Nigeria     , Lagos       , About   , Event Registration,        118, Mobile , Organic       , Risk Assessment,         1, Low             , New
     36,      10471, 2024-05-09 02:33:00, Botswana    , Gaborone    , Contact , Page View         ,        257, Desktop, Paid Ads      , Data Protection,         0, High            , Returning
    466,      33297, 2024-01-28 08:22:00, UK          , London      , Blog    , Page View         ,        168, Mobile , Social Media  , Data Protection,         0, Medium          , New
    920,      61424, 2024-04-21 16:13:00, UK          , London      , About   , Click             ,        225, Desktop, Organic       , AI Security    ,         0, Medium          , New
    436,      58879, 2024-01-31 21:58:00, Nigeria     , Lagos       , Pricing , Page View         ,         92, Desktop, Paid Ads      , Risk Assessment,         0, Low             , New
    465,      21793, 2024-04-12 07:10:00, Kenya       , Nairobi     , Contact , Click             ,        229, Desktop, Direct        , AI Security    ,         0, Medium          , Returning
     10,      71387, 2024-01-16 04:50:00, Kenya       , Nairobi     , Services, Page View         ,         31, Mobile , Direct        , Cloud Security ,         0, Low             , New
    830,      13693, 2024-01-12 04:45:00, India       , Mumbai      , Contact , Scroll            ,        365, Desktop, Paid Ads      , Risk Assessment,         0, High            , New
   1098,      92601, 2024-06-20 11:47:00, India       , Mumbai      , Services, Page View         ,        104, Mobile , Organic       , Cloud Security ,         0, Low             , Returning
    130,      10971, 2024-03-30 02:52:00, USA         , New York    , Contact , Page View         ,         79, Mobile , Paid Ads      , Data Protection,         0, Low             , New
    419,      16167, 2024-02-21 03:29:00, USA         , New York    , Blog    , Click             ,         36, Mobile , Social Media  , Cloud Security ,         0, Low             , New
    959,      69891, 2024-03-20 14:42:00, UK          , London      , Contact , Demo Request      ,         95, Desktop, Direct        , Data Protection,         1, Low             , New
    126,      73581, 2024-05-31 11:00:00, India       , Mumbai      , Contact , Page View         ,         83, Mobile , Social Media  , AI Security    ,         0, Low             , Returning
    610,      73654, 2024-05-01 04:03:00, Kenya       , Nairobi     , Services, Page View         ,         98, Desktop, Social Media  , Risk Assessment,         0, Low             , New
    768,      67038, 2024-04-16 12:25:00, South Africa, Johannesburg, About   , Page View         ,        161, Mobile , Direct        , Data Protection,         0, Medium          , Returning
    838,      84871, 2024-06-19 14:12:00, India       , Mumbai      , Home    , Page View         ,        360, Desktop, Paid Ads      , AI Security    ,         0, High            , New
    527,      45901, 2024-05-14 20:56:00, UK          , London      , Services, Page View         ,         83, Desktop, Paid Ads      , AI Security    ,         0, Low             , New
    833,      14987, 2024-06-12 03:39:00, Botswana    , Gaborone    , About   , Page View         ,        169, Desktop, Direct        , Data Protection,         0, Medium          , New
    714,      87192, 2024-05-15 08:27:00, South Africa, Johannesburg, Contact , Scroll            ,         99, Desktop, Organic       , Data Protection,         0, Low             , Returning
   1017,      27060, 2024-01-07 18:56:00, Kenya       , Nairobi     , Pricing , Click             ,        218, Desktop, Organic       , Cloud Security ,         0, Medium          , Returning
   1084,      87754, 2024-04-18 12:44:00, Kenya       , Nairobi     , Home    , Page View         ,        245, Desktop, Social Media  , AI Security    ,         0, Medium          , New
    900,      29519, 2024-01-28 17:13:00, USA         , New York    , Home    , Click             ,        161, Mobile , Direct        , Risk Assessment,         0, Medium          , Returning
    808,      63407, 2024-03-29 23:39:00, Kenya       , Nairobi     , Blog    , Demo Request      ,          7, Mobile , Organic       , Cloud Security ,         1, Low             , New
    331,      24545, 2024-03-14 12:49:00, USA         , New York    , Home    , Scroll            ,        154, Desktop, Organic       , AI Security    ,         0, Medium          , New
    757,      40933, 2024-02-14 02:30:00, Botswana    , Gaborone    , Services, Click             ,        135, Mobile , Paid Ads      , Cloud Security ,         0, Medium          , New
    118,      61390, 2024-06-10 21:17:00, USA         , New York    , Contact , Click             ,        239, Desktop, Organic       , Data Protection,         0, Medium          , New
    331,      89624, 2024-02-27 04:06:00, Botswana    , Gaborone    , About   , Page View         ,         44, Mobile , Social Media  , AI Security    ,         0, Low             , New
    371,      27286, 2024-01-25 17:42:00, India       , Mumbai      , Contact , Click             ,        242, Desktop, Paid Ads      , Cloud Security ,         0, Medium          , New
   1156,      88511, 2024-01-14 15:47:00, Botswana    , Gaborone    , Home    , Page View         ,        169, Desktop, Social Media  , Data Protection,         0, Medium          , New
    319,      18800, 2024-02-29 22:26:00, Botswana    , Gaborone    , Pricing , Page View         ,        128, Desktop, Direct        , Data Protection,         0, Medium          , New
    279,      62886, 2024-02-03 21:30:00, UK          , London      , Services, Page View         ,         36, Desktop, Paid Ads      , AI Security    ,         0, Low             , Returning
    436,      67694, 2024-01-04 05:29:00, Nigeria     , Lagos       , Services, Event Registration,         91, Desktop, Direct        , AI Security    ,         1, Low             , New
    428,      11950, 2024-05-02 18:59:00, Botswana    , Gaborone    , Pricing , Page View         ,        152, Mobile , Direct        , AI Security    ,         0, Medium          , New
    605,      48960, 2024-01-20 06:22:00, Botswana    , Gaborone    , Blog    , Page View         ,        102, Desktop, Social Media  , Data Protection,         0, Low             , New
    531,      85078, 2024-05-27 07:17:00, UK          , London      , Services, Page View         ,        134, Mobile , Paid Ads      , Cloud Security ,         0, Medium          , Returning
    450,      99974, 2024-06-08 07:01:00, Nigeria     , Lagos       , Contact , Page View         ,        172, Desktop, Direct        , AI Security    ,         0, Medium          , Returning
    876,      84838, 2024-01-04 23:50:00, India       , Mumbai      , Pricing , Event Registration,         63, Mobile , Social Media  , Data Protection,         1, Low             , Returning
    813,      87987, 2024-03-29 20:55:00, Botswana    , Gaborone    , Blog    , Click             ,        150, Desktop, Organic       , Data Protection,         0, Medium          , Returning
     38,      66067, 2024-06-15 01:04:00, South Africa, Johannesburg, Home    , Click             ,         49, Mobile , Social Media  , Data Protection,         0, Low             , New
    107,      89995, 2024-06-22 03:14:00, South Africa, Johannesburg, About   , Page View         ,         44, Mobile , Paid Ads      , Risk Assessment,         0, Low             , New
    684,      34704, 2024-05-12 06:33:00, UK          , London      , Pricing , Page View         ,         88, Desktop, Direct        , Risk Assessment,         0, Low             , Returning
   1141,      98583, 2024-05-20 01:34:00, South Africa, Johannesburg, Home    , Page View         ,        368, Desktop, Organic       , Data Protection,         0, High            , New
    399,      99421, 2024-06-09 18:37:00, Nigeria     , Lagos       , Contact , Click             ,        141, Mobile , Social Media  , Data Protection,         0, Medium          , Returning
    479,      24861, 2024-03-16 21:19:00, Botswana    , Gaborone    , Contact , Page View         ,        386, Desktop, Direct        , AI Security    ,         0, High            , New
    553,      83065, 2024-01-26 09:06:00, Kenya       , Nairobi     , Services, Page View         ,         91, Mobile , Direct        , Risk Assessment,         0, Low             , New
    398,      13149, 2024-03-13 08:02:00, Nigeria     , Lagos       , Pricing , Page View         ,         88, Mobile , Social Media  , Risk Assessment,         0, Low             , New
    239,      51673, 2024-03-01 07:51:00, UK          , London      , Services, Page View         ,        104, Mobile , Organic       , AI Security    ,         0, Low             , New
    655,      61399, 2024-04-25 23:00:00, Kenya       , Nairobi     , Home    , Click             ,         24, Mobile , Social Media  , AI Security    ,         0, Low             , New
    574,      13742, 2024-06-24 20:24:00, Kenya       , Nairobi     , Home    , Event Registration,         79, Mobile , Paid Ads      , Data Protection,         1, Low             , New
    151,      53658, 2024-02-08 20:28:00, USA         , New York    , Contact , Scroll            ,        367, Desktop, Paid Ads      , Cloud Security ,         0, High            , New
    885,      70386, 2024-03-10 13:16:00, Nigeria     , Lagos       , Blog    , Demo Request      ,        111, Mobile , Social Media  , AI Security    ,         1, Low             , Returning
    489,      87935, 2024-05-02 15:17:00, India       , Mumbai      , Services, Scroll            ,        343, Desktop, Paid Ads      , AI Security    ,         0, High            , Returning
     52,      85562, 2024-02-06 23:45:00, Botswana    , Gaborone    , Contact , Event Registration,          7, Mobile , Social Media  , Risk Assessment,         1, Low             , New
     79,      38788, 2024-05-17 09:02:00, Nigeria     , Lagos       , Home    , Click             ,        227, Desktop, Direct        , Risk Assessment,         0, Medium          , New
     13,      60757, 2024-03-07 22:19:00, USA         , New York    , Pricing , Page View         ,        108, Desktop, Direct        , Cloud Security ,         0, Low             , New
    816,      69870, 2024-01-02 22:13:00, Kenya       , Nairobi     , Home    , Scroll            ,        153, Mobile , Direct        , Data Protection,         0, Medium          , Returning
     35,      37416, 2024-01-03 23:35:00, USA         , New York    , Pricing , Page View         ,        274, Desktop, Social Media  , Data Protection,         0, High            , New
    374,      29304, 2024-05-04 14:08:00, South Africa, Johannesburg, Blog    , Demo Request      ,        261, Desktop, Direct        , Cloud Security ,         1, High            , New
